nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq
1163,1163,32.0,4.0,13.0,5.0,1032.975622,1141.0,974.0,44.0,1163,116.0,1163
1164,1164,0.0,281.0,13.0,3.0,1032.975622,257.0,232.0,16.0,1164,1157.0,1164
1165,1165,0.0,4.0,13.0,3.0,8855.262721,257.0,1438.0,44.0,1165,66.0,1165
1166,1166,1.0,4.0,89.0,5.0,1032.975622,257.0,636.0,18.0,1166,116.0,1166
1167,1167,0.0,4.0,25.0,5.0,8855.262721,257.0,974.0,16.0,1167,1157.0,1167
1168,1168,15.0,4.0,13.0,3.0,5729.330933,3.0,974.0,0.0,1168,116.0,1168
1169,1169,32.0,4.0,13.0,3.0,3625.128146,100.0,6.0,44.0,1169,116.0,1169
1170,1170,0.0,155.0,4.0,3.0,3124.090913,257.0,636.0,18.0,1170,116.0,1170
1171,1171,0.0,4.0,4.0,7.0,8855.262721,73.0,634.0,16.0,1171,1157.0,1171
1172,1172,0.0,4.0,4.0,2.0,3124.090913,257.0,232.0,3.0,1172,116.0,1172
1173,1173,1.0,4.0,4.0,3.0,2122.20592,1141.0,974.0,18.0,1173,1157.0,1173
1174,1174,141.0,4.0,4.0,5.0,1032.975622,1825.0,634.0,19.0,1174,1157.0,1174
1175,1175,10.0,4.0,13.0,3.0,3124.090913,1825.0,634.0,18.0,1175,116.0,1175
1176,1176,0.0,281.0,13.0,3.0,8855.262721,73.0,6.0,0.0,1176,116.0,1176
1177,1177,0.0,4.0,4.0,3.0,2918.638493,73.0,974.0,44.0,1177,21.0,1177
1178,1178,32.0,53.0,18.0,3.0,8855.262721,3.0,6.0,16.0,1178,116.0,1178
1179,1179,0.0,4.0,13.0,5.0,1032.975622,257.0,634.0,3.0,1179,1157.0,1179
1180,1180,10.0,4.0,13.0,3.0,3124.090913,1825.0,636.0,19.0,1180,116.0,1180
1181,1181,32.0,53.0,13.0,3.0,5729.330933,73.0,232.0,16.0,1181,116.0,1181
1182,1182,10.0,281.0,4.0,3.0,8855.262721,73.0,6.0,16.0,1182,116.0,1182
1183,1183,0.0,4.0,13.0,3.0,1032.975622,694.0,232.0,18.0,1183,1157.0,1183
1184,1184,0.0,155.0,13.0,5.0,714.797745,1141.0,6.0,16.0,1184,116.0,1184
1185,1185,0.0,155.0,13.0,3.0,3625.128146,694.0,974.0,3.0,1185,116.0,1185
1186,1186,10.0,281.0,4.0,3.0,2122.20592,3.0,636.0,44.0,1186,21.0,1186
1187,1187,10.0,4.0,13.0,3.0,5872.916329,1825.0,6.0,44.0,1187,116.0,1187
1188,1188,32.0,4.0,4.0,3.0,1032.975622,1825.0,1438.0,16.0,1188,124.0,1188
1189,1189,32.0,155.0,4.0,2.0,3124.090913,73.0,1438.0,16.0,1189,116.0,1189
1190,1190,15.0,4.0,13.0,5.0,3124.090913,73.0,1438.0,44.0,1190,21.0,1190
1191,1191,32.0,155.0,89.0,7.0,2122.20592,1825.0,636.0,44.0,1191,66.0,1191
1192,1192,0.0,281.0,4.0,3.0,3124.090913,1825.0,1438.0,0.0,1192,116.0,1192
1193,1193,0.0,4.0,4.0,7.0,3124.090913,1825.0,1438.0,44.0,1193,1022.0,1193
1194,1194,0.0,4.0,13.0,7.0,1032.975622,1825.0,232.0,16.0,1194,1157.0,1194
1195,1195,1.0,4.0,13.0,7.0,8855.262721,3.0,974.0,3.0,1195,1157.0,1195
1196,1196,10.0,4.0,4.0,3.0,21564.817134,694.0,6.0,18.0,1196,1157.0,1196
1197,1197,0.0,4.0,4.0,7.0,8855.262721,1825.0,634.0,16.0,1197,21.0,1197
1198,1198,0.0,281.0,25.0,5.0,8855.262721,694.0,1438.0,44.0,1198,66.0,1198
1199,1199,0.0,281.0,13.0,3.0,8855.262721,694.0,634.0,44.0,1199,1157.0,1199
1200,1200,0.0,4.0,4.0,7.0,21564.817134,1141.0,1438.0,3.0,1200,116.0,1200
1201,1201,32.0,281.0,4.0,2.0,22912.813922,3.0,232.0,44.0,1201,1157.0,1201
1202,1202,32.0,4.0,13.0,3.0,3124.090913,1825.0,634.0,3.0,1202,116.0,1202
1203,1203,15.0,4.0,4.0,3.0,21564.817134,73.0,636.0,3.0,1203,116.0,1203
1204,1204,10.0,4.0,4.0,3.0,3124.090913,3.0,1438.0,44.0,1204,116.0,1204
1205,1205,0.0,281.0,13.0,7.0,8855.262721,1825.0,974.0,3.0,1205,116.0,1205
1206,1206,1.0,281.0,4.0,3.0,21564.817134,1141.0,636.0,44.0,1206,1157.0,1206
1207,1207,15.0,4.0,4.0,3.0,714.797745,73.0,6.0,44.0,1207,66.0,1207
1208,1208,0.0,155.0,4.0,3.0,21564.817134,10229.0,6.0,3.0,1208,66.0,1208
1209,1209,15.0,4.0,4.0,7.0,21564.817134,257.0,6.0,44.0,1209,21.0,1209
1210,1210,0.0,4.0,13.0,3.0,2918.638493,73.0,634.0,3.0,1210,1157.0,1210
1211,1211,15.0,4.0,4.0,3.0,3124.090913,3.0,1438.0,19.0,1211,1157.0,1211
1212,1212,15.0,4.0,4.0,3.0,1032.975622,694.0,1438.0,0.0,1212,1157.0,1212
1213,1213,0.0,4.0,13.0,3.0,8855.262721,73.0,634.0,19.0,1213,116.0,1213
1214,1214,1.0,155.0,4.0,3.0,8855.262721,73.0,634.0,18.0,1214,21.0,1214
1215,1215,0.0,4.0,13.0,3.0,21564.817134,1825.0,6.0,16.0,1215,116.0,1215
1216,1216,0.0,4.0,13.0,3.0,3124.090913,3.0,1438.0,18.0,1216,66.0,1216
1217,1217,0.0,25.0,25.0,3.0,8855.262721,1825.0,232.0,19.0,1217,66.0,1217
1218,1218,15.0,155.0,4.0,7.0,21564.817134,3.0,6.0,18.0,1218,1157.0,1218
1219,1219,1.0,4.0,25.0,7.0,1032.975622,257.0,1438.0,3.0,1219,1157.0,1219
1220,1220,141.0,155.0,4.0,7.0,1032.975622,73.0,634.0,16.0,1220,116.0,1220
1221,1221,141.0,4.0,89.0,3.0,8855.262721,10229.0,974.0,44.0,1221,66.0,1221
1222,1222,141.0,281.0,4.0,5.0,3124.090913,73.0,636.0,44.0,1222,1157.0,1222
1223,1223,0.0,155.0,13.0,3.0,8855.262721,257.0,1438.0,16.0,1223,124.0,1223
1224,1224,32.0,4.0,4.0,3.0,714.797745,73.0,1438.0,44.0,1224,1157.0,1224
1225,1225,0.0,4.0,13.0,7.0,1032.975622,694.0,636.0,44.0,1225,1157.0,1225
1226,1226,0.0,53.0,4.0,3.0,3124.090913,1825.0,6.0,19.0,1226,66.0,1226
1227,1227,10.0,4.0,89.0,3.0,3124.090913,257.0,636.0,3.0,1227,116.0,1227
1228,1228,0.0,4.0,13.0,3.0,21564.817134,1825.0,6.0,3.0,1228,116.0,1228
1229,1229,1.0,281.0,4.0,3.0,3124.090913,257.0,232.0,16.0,1229,116.0,1229
1230,1230,0.0,281.0,4.0,3.0,21564.817134,73.0,6.0,3.0,1230,66.0,1230
1231,1231,0.0,4.0,4.0,3.0,3124.090913,3.0,232.0,44.0,1231,66.0,1231
1232,1232,0.0,4.0,18.0,3.0,1032.975622,2649.0,1438.0,16.0,1232,21.0,1232
1233,1233,0.0,4.0,13.0,7.0,3124.090913,257.0,6.0,16.0,1233,66.0,1233
1234,1234,0.0,4.0,4.0,3.0,3124.090913,1825.0,1438.0,16.0,1234,116.0,1234
1235,1235,0.0,281.0,89.0,3.0,5729.330933,1141.0,232.0,44.0,1235,1157.0,1235
1236,1236,10.0,155.0,18.0,3.0,8855.262721,1825.0,232.0,44.0,1236,1022.0,1236
1237,1237,0.0,281.0,13.0,3.0,1032.975622,257.0,1438.0,3.0,1237,116.0,1237
1238,1238,0.0,4.0,18.0,3.0,8855.262721,257.0,232.0,18.0,1238,1157.0,1238
1239,1239,0.0,155.0,4.0,5.0,1032.975622,257.0,1438.0,16.0,1239,66.0,1239
1240,1240,0.0,281.0,13.0,2.0,3124.090913,1825.0,6.0,0.0,1240,116.0,1240
1241,1241,0.0,4.0,4.0,3.0,21564.817134,1825.0,1438.0,18.0,1241,124.0,1241
1242,1242,141.0,155.0,13.0,7.0,2122.20592,257.0,232.0,44.0,1242,116.0,1242
1243,1243,0.0,4.0,89.0,3.0,2918.638493,694.0,636.0,44.0,1243,1157.0,1243
1244,1244,15.0,4.0,13.0,3.0,3124.090913,1825.0,6.0,44.0,1244,66.0,1244
1245,1245,1.0,281.0,13.0,3.0,1032.975622,2649.0,6.0,3.0,1245,1157.0,1245
1246,1246,1.0,4.0,13.0,2.0,3124.090913,1825.0,232.0,3.0,1246,1157.0,1246
1247,1247,0.0,4.0,13.0,3.0,1032.975622,1825.0,6.0,3.0,1247,116.0,1247
1248,1248,141.0,4.0,4.0,7.0,3124.090913,257.0,634.0,0.0,1248,1157.0,1248
1249,1249,0.0,4.0,4.0,3.0,5872.916329,73.0,6.0,44.0,1249,1022.0,1249
1250,1250,15.0,155.0,13.0,3.0,8855.262721,1825.0,6.0,3.0,1250,124.0,1250
1251,1251,1.0,281.0,4.0,3.0,21564.817134,73.0,974.0,16.0,1251,124.0,1251
1252,1252,0.0,155.0,13.0,3.0,3124.090913,1825.0,232.0,3.0,1252,116.0,1252
1253,1253,32.0,281.0,13.0,3.0,8855.262721,3.0,6.0,18.0,1253,1022.0,1253
1254,1254,1.0,4.0,25.0,7.0,1032.975622,257.0,1438.0,16.0,1254,116.0,1254
1255,1255,0.0,155.0,13.0,2.0,3124.090913,257.0,634.0,3.0,1255,116.0,1255
1256,1256,0.0,4.0,4.0,3.0,21564.817134,1825.0,636.0,44.0,1256,66.0,1256
1257,1257,15.0,4.0,13.0,3.0,8855.262721,2649.0,1438.0,16.0,1257,116.0,1257
1258,1258,10.0,4.0,13.0,3.0,3124.090913,2649.0,6.0,19.0,1258,116.0,1258
1259,1259,32.0,155.0,4.0,7.0,1032.975622,3.0,6.0,44.0,1259,116.0,1259
1260,1260,0.0,4.0,13.0,3.0,3124.090913,10229.0,974.0,19.0,1260,66.0,1260
1261,1261,10.0,281.0,13.0,3.0,21564.817134,1825.0,636.0,19.0,1261,124.0,1261
1262,1262,0.0,155.0,13.0,3.0,1032.975622,73.0,232.0,44.0,1262,1157.0,1262
1263,1263,1.0,4.0,25.0,3.0,3625.128146,257.0,6.0,18.0,1263,116.0,1263
1264,1264,32.0,4.0,4.0,3.0,3124.090913,1825.0,636.0,16.0,1264,1157.0,1264
1265,1265,141.0,155.0,13.0,3.0,8855.262721,1825.0,634.0,3.0,1265,21.0,1265
1266,1266,32.0,4.0,25.0,3.0,2122.20592,73.0,974.0,44.0,1266,116.0,1266
1267,1267,0.0,4.0,13.0,3.0,2122.20592,73.0,232.0,18.0,1267,1157.0,1267
1268,1268,32.0,4.0,18.0,7.0,8855.262721,3.0,232.0,0.0,1268,116.0,1268
1269,1269,1.0,155.0,4.0,5.0,8855.262721,257.0,232.0,16.0,1269,66.0,1269
1270,1270,0.0,4.0,13.0,5.0,3124.090913,257.0,6.0,0.0,1270,1022.0,1270
1271,1271,0.0,4.0,4.0,5.0,714.797745,1825.0,634.0,44.0,1271,1157.0,1271
1272,1272,15.0,25.0,13.0,2.0,21564.817134,73.0,1438.0,3.0,1272,1022.0,1272
1273,1273,0.0,4.0,13.0,5.0,22912.813922,1825.0,6.0,18.0,1273,21.0,1273
1274,1274,15.0,53.0,13.0,7.0,8855.262721,1141.0,634.0,3.0,1274,1157.0,1274
1275,1275,10.0,4.0,13.0,2.0,21564.817134,3.0,974.0,18.0,1275,21.0,1275
1276,1276,15.0,281.0,13.0,3.0,8855.262721,1825.0,636.0,18.0,1276,124.0,1276
1277,1277,0.0,155.0,18.0,3.0,8855.262721,1825.0,1438.0,44.0,1277,1157.0,1277
1278,1278,15.0,4.0,4.0,3.0,3124.090913,1825.0,6.0,18.0,1278,116.0,1278
1279,1279,1.0,155.0,89.0,7.0,1032.975622,257.0,6.0,44.0,1279,66.0,1279
1280,1280,0.0,281.0,13.0,3.0,1032.975622,1141.0,232.0,44.0,1280,1157.0,1280
1281,1281,10.0,281.0,4.0,3.0,3124.090913,73.0,6.0,18.0,1281,66.0,1281
1282,1282,0.0,155.0,89.0,7.0,3124.090913,1825.0,634.0,44.0,1282,116.0,1282
1283,1283,0.0,4.0,13.0,3.0,3124.090913,1825.0,636.0,3.0,1283,116.0,1283
1284,1284,0.0,25.0,13.0,3.0,1032.975622,1825.0,232.0,3.0,1284,21.0,1284
1285,1285,141.0,4.0,13.0,3.0,2918.638493,2649.0,232.0,44.0,1285,116.0,1285
1286,1286,0.0,281.0,4.0,5.0,2122.20592,1825.0,1438.0,3.0,1286,124.0,1286
1287,1287,0.0,155.0,13.0,3.0,714.797745,1825.0,636.0,18.0,1287,116.0,1287
1288,1288,0.0,25.0,13.0,7.0,8855.262721,257.0,232.0,18.0,1288,21.0,1288
1289,1289,0.0,155.0,13.0,3.0,1032.975622,1825.0,232.0,16.0,1289,66.0,1289
1290,1290,0.0,4.0,13.0,3.0,2122.20592,2649.0,6.0,16.0,1290,116.0,1290
1291,1291,32.0,4.0,13.0,3.0,1032.975622,73.0,232.0,18.0,1291,116.0,1291
1292,1292,15.0,281.0,13.0,3.0,8855.262721,1825.0,974.0,16.0,1292,1157.0,1292
1293,1293,0.0,4.0,4.0,3.0,21564.817134,73.0,636.0,18.0,1293,116.0,1293
1294,1294,0.0,4.0,13.0,2.0,1032.975622,73.0,232.0,3.0,1294,1157.0,1294
1295,1295,15.0,4.0,13.0,3.0,8855.262721,257.0,636.0,3.0,1295,124.0,1295
1296,1296,10.0,155.0,4.0,5.0,8855.262721,257.0,1438.0,18.0,1296,21.0,1296
1297,1297,0.0,53.0,4.0,7.0,3124.090913,1825.0,232.0,18.0,1297,116.0,1297
1298,1298,141.0,281.0,25.0,3.0,8855.262721,3.0,6.0,3.0,1298,1024.0,1298
1299,1299,0.0,4.0,13.0,5.0,3124.090913,1825.0,232.0,3.0,1299,116.0,1299
1300,1300,32.0,281.0,4.0,2.0,1032.975622,73.0,1438.0,3.0,1300,1157.0,1300
1301,1301,0.0,4.0,13.0,2.0,22912.813922,3.0,6.0,18.0,1301,1157.0,1301
1302,1302,0.0,4.0,4.0,3.0,8855.262721,257.0,6.0,16.0,1302,116.0,1302
1303,1303,15.0,4.0,13.0,3.0,22912.813922,1825.0,6.0,16.0,1303,124.0,1303
1304,1304,10.0,4.0,4.0,3.0,2122.20592,257.0,974.0,0.0,1304,21.0,1304
1305,1305,32.0,4.0,25.0,3.0,8855.262721,1825.0,1438.0,0.0,1305,1022.0,1305
1306,1306,1.0,155.0,13.0,7.0,3124.090913,1825.0,636.0,44.0,1306,116.0,1306
1307,1307,0.0,4.0,4.0,5.0,21564.817134,1825.0,6.0,18.0,1307,116.0,1307
1308,1308,32.0,4.0,13.0,3.0,8855.262721,694.0,634.0,44.0,1308,1157.0,1308
1309,1309,15.0,4.0,25.0,7.0,2122.20592,1141.0,1438.0,3.0,1309,1157.0,1309
1310,1310,10.0,281.0,13.0,7.0,1032.975622,73.0,6.0,3.0,1310,116.0,1310
1311,1311,0.0,25.0,4.0,3.0,1032.975622,1825.0,232.0,0.0,1311,116.0,1311
1312,1312,0.0,4.0,13.0,3.0,8855.262721,257.0,974.0,18.0,1312,21.0,1312
1313,1313,0.0,155.0,13.0,2.0,714.797745,257.0,232.0,18.0,1313,116.0,1313
1314,1314,15.0,281.0,13.0,3.0,3124.090913,1825.0,974.0,3.0,1314,1157.0,1314
1315,1315,10.0,281.0,18.0,3.0,5729.330933,1825.0,1438.0,16.0,1315,66.0,1315
1316,1316,32.0,281.0,4.0,3.0,8855.262721,1825.0,1438.0,3.0,1316,21.0,1316
1317,1317,141.0,4.0,4.0,3.0,3124.090913,257.0,636.0,3.0,1317,116.0,1317
1318,1318,15.0,25.0,4.0,3.0,714.797745,257.0,232.0,18.0,1318,66.0,1318
1319,1319,141.0,4.0,13.0,7.0,2918.638493,73.0,636.0,16.0,1319,116.0,1319
1320,1320,1.0,25.0,13.0,3.0,1032.975622,3.0,6.0,16.0,1320,1157.0,1320
1321,1321,0.0,4.0,4.0,7.0,22912.813922,2649.0,6.0,18.0,1321,1157.0,1321
1322,1322,0.0,4.0,4.0,3.0,8855.262721,3.0,1438.0,3.0,1322,116.0,1322
1323,1323,0.0,4.0,4.0,3.0,714.797745,73.0,1438.0,0.0,1323,1157.0,1323
1324,1324,15.0,4.0,13.0,7.0,1032.975622,2649.0,232.0,16.0,1324,1157.0,1324
1325,1325,32.0,281.0,4.0,3.0,2918.638493,1141.0,634.0,44.0,1325,1157.0,1325
1326,1326,32.0,4.0,4.0,3.0,8855.262721,1825.0,634.0,44.0,1326,116.0,1326
1327,1327,0.0,4.0,18.0,7.0,3124.090913,1825.0,634.0,44.0,1327,116.0,1327
1328,1328,0.0,281.0,13.0,7.0,3124.090913,3.0,6.0,3.0,1328,1157.0,1328
1329,1329,32.0,53.0,13.0,3.0,21564.817134,73.0,6.0,19.0,1329,1157.0,1329
1330,1330,0.0,155.0,89.0,3.0,21564.817134,3.0,1438.0,16.0,1330,1157.0,1330
1331,1331,1.0,53.0,13.0,5.0,3124.090913,257.0,974.0,3.0,1331,116.0,1331
1332,1332,141.0,155.0,25.0,2.0,8855.262721,1825.0,1438.0,18.0,1332,116.0,1332
1333,1333,0.0,4.0,13.0,3.0,2918.638493,1825.0,6.0,18.0,1333,1157.0,1333
1334,1334,10.0,4.0,13.0,3.0,2122.20592,73.0,1438.0,3.0,1334,1022.0,1334
1335,1335,0.0,155.0,4.0,7.0,22912.813922,257.0,1438.0,44.0,1335,21.0,1335
1336,1336,15.0,25.0,25.0,3.0,8855.262721,1825.0,636.0,44.0,1336,1157.0,1336
1337,1337,0.0,4.0,13.0,2.0,8855.262721,1825.0,636.0,16.0,1337,116.0,1337
1338,1338,0.0,155.0,4.0,3.0,21564.817134,1825.0,1438.0,3.0,1338,116.0,1338
1339,1339,0.0,281.0,13.0,3.0,1032.975622,694.0,636.0,16.0,1339,1157.0,1339
1340,1340,0.0,4.0,4.0,2.0,3124.090913,257.0,636.0,44.0,1340,38.0,1340
1341,1341,1.0,4.0,4.0,3.0,8855.262721,1825.0,1438.0,16.0,1341,116.0,1341
1342,1342,10.0,4.0,4.0,3.0,3124.090913,1825.0,974.0,44.0,1342,124.0,1342
1343,1343,32.0,53.0,13.0,5.0,21564.817134,10229.0,6.0,18.0,1343,116.0,1343
1344,1344,10.0,281.0,13.0,3.0,3124.090913,694.0,974.0,44.0,1344,1157.0,1344
1345,1345,15.0,4.0,4.0,3.0,1032.975622,694.0,1438.0,18.0,1345,1157.0,1345
1346,1346,0.0,4.0,13.0,3.0,21564.817134,257.0,232.0,44.0,1346,1022.0,1346
1347,1347,0.0,4.0,13.0,3.0,714.797745,1825.0,6.0,16.0,1347,1022.0,1347
1348,1348,0.0,4.0,4.0,7.0,8855.262721,257.0,974.0,16.0,1348,1157.0,1348
1349,1349,10.0,53.0,4.0,3.0,714.797745,3.0,232.0,3.0,1349,116.0,1349
1350,1350,0.0,281.0,4.0,7.0,3124.090913,1141.0,1438.0,3.0,1350,66.0,1350
1351,1351,0.0,4.0,13.0,3.0,2918.638493,73.0,6.0,18.0,1351,1157.0,1351
1352,1352,0.0,281.0,25.0,2.0,22912.813922,1825.0,232.0,19.0,1352,1157.0,1352
1353,1353,15.0,4.0,4.0,5.0,3124.090913,73.0,6.0,0.0,1353,66.0,1353
1354,1354,1.0,4.0,25.0,3.0,1032.975622,1825.0,634.0,0.0,1354,66.0,1354
1355,1355,0.0,281.0,13.0,5.0,8855.262721,1825.0,6.0,0.0,1355,116.0,1355
1356,1356,0.0,4.0,13.0,3.0,3124.090913,257.0,636.0,18.0,1356,116.0,1356
1357,1357,0.0,25.0,89.0,3.0,8855.262721,73.0,974.0,18.0,1357,1157.0,1357
1358,1358,15.0,4.0,4.0,3.0,3124.090913,1825.0,232.0,18.0,1358,116.0,1358
1359,1359,10.0,4.0,4.0,3.0,3124.090913,257.0,6.0,16.0,1359,66.0,1359
1360,1360,10.0,4.0,4.0,3.0,3124.090913,3.0,6.0,18.0,1360,21.0,1360
1361,1361,15.0,281.0,13.0,3.0,8855.262721,694.0,232.0,16.0,1361,66.0,1361
1362,1362,0.0,4.0,13.0,5.0,3124.090913,3.0,1438.0,44.0,1362,116.0,1362
1363,1363,1.0,281.0,13.0,3.0,1032.975622,73.0,634.0,44.0,1363,1157.0,1363
1364,1364,1.0,4.0,4.0,7.0,21564.817134,73.0,6.0,16.0,1364,116.0,1364
1365,1365,10.0,155.0,13.0,3.0,3124.090913,694.0,232.0,18.0,1365,66.0,1365
1366,1366,32.0,4.0,89.0,7.0,3124.090913,257.0,232.0,18.0,1366,1157.0,1366
1367,1367,0.0,4.0,13.0,3.0,3124.090913,1825.0,6.0,3.0,1367,1024.0,1367
1368,1368,15.0,4.0,18.0,3.0,8855.262721,3.0,636.0,3.0,1368,116.0,1368
1369,1369,10.0,4.0,4.0,5.0,3124.090913,100.0,636.0,44.0,1369,1157.0,1369
1370,1370,1.0,4.0,4.0,3.0,8855.262721,100.0,1438.0,16.0,1370,1157.0,1370
1371,1371,15.0,155.0,13.0,3.0,21564.817134,1825.0,974.0,44.0,1371,66.0,1371
1372,1372,32.0,4.0,13.0,7.0,3124.090913,1825.0,6.0,19.0,1372,124.0,1372
1373,1373,0.0,281.0,13.0,3.0,8855.262721,257.0,6.0,19.0,1373,1157.0,1373
1374,1374,0.0,4.0,13.0,7.0,3124.090913,1141.0,1438.0,3.0,1374,1157.0,1374
1375,1375,10.0,4.0,13.0,7.0,8855.262721,1825.0,1438.0,44.0,1375,66.0,1375
1376,1376,0.0,4.0,25.0,7.0,8855.262721,1825.0,6.0,44.0,1376,116.0,1376
1377,1377,0.0,155.0,13.0,3.0,3124.090913,1825.0,6.0,0.0,1377,66.0,1377
1378,1378,0.0,4.0,13.0,3.0,2122.20592,73.0,634.0,44.0,1378,124.0,1378
1379,1379,0.0,155.0,4.0,5.0,8855.262721,3.0,1438.0,18.0,1379,116.0,1379
1380,1380,10.0,4.0,89.0,2.0,3124.090913,73.0,1438.0,19.0,1380,1024.0,1380
1381,1381,0.0,4.0,13.0,3.0,3124.090913,1141.0,6.0,44.0,1381,116.0,1381
1382,1382,32.0,155.0,13.0,3.0,21564.817134,694.0,1438.0,3.0,1382,66.0,1382
1383,1383,0.0,4.0,89.0,5.0,8855.262721,694.0,232.0,16.0,1383,116.0,1383
1384,1384,0.0,4.0,4.0,2.0,1032.975622,3.0,636.0,44.0,1384,66.0,1384
1385,1385,1.0,4.0,4.0,3.0,5872.916329,257.0,232.0,16.0,1385,66.0,1385
1386,1386,10.0,4.0,25.0,3.0,1032.975622,3.0,6.0,18.0,1386,116.0,1386
1387,1387,0.0,281.0,13.0,3.0,8855.262721,1825.0,974.0,44.0,1387,1157.0,1387
1388,1388,0.0,4.0,4.0,3.0,3124.090913,73.0,232.0,44.0,1388,116.0,1388
1389,1389,0.0,281.0,13.0,7.0,8855.262721,1825.0,6.0,18.0,1389,21.0,1389
1390,1390,0.0,4.0,13.0,3.0,8855.262721,694.0,1438.0,44.0,1390,1157.0,1390
1391,1391,1.0,4.0,4.0,3.0,22912.813922,3.0,634.0,16.0,1391,66.0,1391
1392,1392,0.0,155.0,4.0,3.0,3124.090913,73.0,6.0,16.0,1392,1157.0,1392
1393,1393,32.0,155.0,4.0,3.0,2122.20592,1825.0,1438.0,44.0,1393,124.0,1393
1394,1394,141.0,4.0,89.0,3.0,2918.638493,1825.0,1438.0,44.0,1394,1022.0,1394
1395,1395,1.0,53.0,89.0,5.0,8855.262721,1825.0,232.0,19.0,1395,1024.0,1395
1396,1396,1.0,155.0,4.0,3.0,3124.090913,1141.0,974.0,3.0,1396,116.0,1396
1397,1397,141.0,281.0,13.0,2.0,21564.817134,257.0,6.0,18.0,1397,116.0,1397
1398,1398,32.0,155.0,13.0,3.0,1032.975622,2649.0,232.0,44.0,1398,21.0,1398
1399,1399,15.0,4.0,13.0,3.0,8855.262721,1825.0,6.0,3.0,1399,1157.0,1399
1400,1400,0.0,155.0,4.0,7.0,3124.090913,3.0,6.0,3.0,1400,1157.0,1400
1401,1401,0.0,4.0,4.0,5.0,8855.262721,3.0,1438.0,0.0,1401,116.0,1401
1402,1402,0.0,4.0,13.0,3.0,8855.262721,694.0,6.0,18.0,1402,116.0,1402
1403,1403,0.0,53.0,13.0,3.0,3625.128146,1825.0,636.0,0.0,1403,116.0,1403
1404,1404,141.0,4.0,4.0,3.0,8855.262721,257.0,636.0,44.0,1404,66.0,1404
1405,1405,32.0,25.0,13.0,3.0,5729.330933,73.0,232.0,44.0,1405,21.0,1405
1406,1406,0.0,4.0,25.0,5.0,21564.817134,257.0,6.0,44.0,1406,1157.0,1406
1407,1407,0.0,4.0,25.0,7.0,5729.330933,73.0,1438.0,18.0,1407,21.0,1407
1408,1408,32.0,4.0,25.0,2.0,21564.817134,1825.0,6.0,0.0,1408,116.0,1408
1409,1409,1.0,4.0,13.0,3.0,8855.262721,694.0,636.0,18.0,1409,1024.0,1409
1410,1410,0.0,4.0,13.0,3.0,21564.817134,257.0,1438.0,3.0,1410,1157.0,1410
1411,1411,10.0,281.0,4.0,7.0,21564.817134,73.0,1438.0,3.0,1411,1157.0,1411
1412,1412,10.0,25.0,25.0,3.0,2918.638493,694.0,232.0,0.0,1412,116.0,1412
1413,1413,0.0,4.0,18.0,3.0,3124.090913,1141.0,974.0,3.0,1413,21.0,1413
1414,1414,0.0,281.0,25.0,3.0,21564.817134,1825.0,636.0,18.0,1414,21.0,1414
1415,1415,0.0,4.0,4.0,7.0,2122.20592,1825.0,636.0,18.0,1415,1157.0,1415
1416,1416,0.0,155.0,4.0,5.0,3124.090913,3.0,232.0,44.0,1416,1157.0,1416
1417,1417,0.0,53.0,13.0,3.0,1032.975622,257.0,634.0,44.0,1417,1157.0,1417
1418,1418,0.0,281.0,89.0,3.0,2122.20592,257.0,6.0,16.0,1418,116.0,1418
1419,1419,10.0,281.0,89.0,5.0,8855.262721,73.0,6.0,16.0,1419,116.0,1419
1420,1420,0.0,4.0,13.0,3.0,3124.090913,257.0,232.0,16.0,1420,66.0,1420
1421,1421,0.0,4.0,13.0,3.0,3124.090913,3.0,6.0,0.0,1421,124.0,1421
1422,1422,0.0,155.0,4.0,5.0,3124.090913,257.0,6.0,44.0,1422,116.0,1422
1423,1423,0.0,281.0,4.0,3.0,8855.262721,694.0,6.0,16.0,1423,1024.0,1423
1424,1424,0.0,4.0,13.0,3.0,3124.090913,257.0,636.0,18.0,1424,1157.0,1424
1425,1425,0.0,155.0,25.0,7.0,3124.090913,73.0,634.0,3.0,1425,21.0,1425
1426,1426,10.0,4.0,13.0,5.0,2918.638493,3.0,636.0,44.0,1426,116.0,1426
1427,1427,141.0,4.0,13.0,3.0,3124.090913,1825.0,1438.0,16.0,1427,66.0,1427
1428,1428,1.0,4.0,4.0,3.0,3124.090913,1825.0,636.0,19.0,1428,66.0,1428
1429,1429,32.0,25.0,89.0,5.0,8855.262721,73.0,6.0,18.0,1429,66.0,1429
1430,1430,0.0,4.0,13.0,3.0,714.797745,1825.0,232.0,44.0,1430,21.0,1430
1431,1431,0.0,4.0,4.0,5.0,5872.916329,2649.0,6.0,18.0,1431,21.0,1431
1432,1432,0.0,4.0,4.0,5.0,8855.262721,1825.0,1438.0,44.0,1432,66.0,1432
1433,1433,0.0,155.0,13.0,3.0,22912.813922,73.0,634.0,16.0,1433,116.0,1433
1434,1434,0.0,25.0,4.0,3.0,21564.817134,73.0,6.0,16.0,1434,116.0,1434
