@relation R_data_frame

@attribute nonecholoc numeric
@attribute loc numeric
@attribute nmethods numeric
@attribute ccomdeep numeric
@attribute ccom numeric
@attribute nest numeric
@attribute hvol numeric
@attribute nIncomingCalls numeric
@attribute nIncomingCallsUniq numeric
@attribute nOutgoingInternCalls numeric
@attribute nOutgoingExternFlsCalled numeric
@attribute nOutgoingExternFlsCalledUniq numeric
@attribute nOutgoingExternCallsUniq numeric
@attribute IsVulnerable {no,yes}

@data
8,8,0,1,1,0,14.484941,0,0,0,0,0,0,no
115,132,0,26,26,3,1769.121142,0,0,0,63,27,74,no
39,39,0,5,5,1,345.362202,0,0,0,30,17,31,no
1,2,0,1,1,0,0,0,0,0,0,0,0,no
38,39,0,10,10,3,470.946372,0,0,0,23,15,23,no
41,41,0,9,9,2,437.766186,0,0,0,39,23,27,no
81,87,0,17,17,3,1159.796048,0,0,0,38,29,32,no
115,117,0,20,20,4,1428.195975,0,0,0,38,29,31,no
75,75,0,10,10,1,942.590255,0,0,0,45,28,40,no
19,20,0,2,2,1,198.670454,0,0,0,18,11,14,no
34,35,0,10,10,3,454.281644,0,0,0,20,14,23,no
47,48,0,11,11,3,563.781452,0,0,0,54,40,25,no
100,100,0,1,1,0,0,0,0,0,0,0,0,no
640,644,31,101,101,4,10223.509175,26,13,5,240,148,181,no
85,85,9,7,7,2,719.002438,32,23,0,34,27,14,no
42,42,1,3,3,1,262.738609,9,9,0,35,29,36,no
168,170,0,38,38,5,2746.612323,0,0,0,104,69,100,no
34,34,0,2,2,1,173.943465,0,0,0,26,25,42,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
91,104,0,18,18,3,1695.599225,0,0,0,55,24,78,no
19,19,3,1,1,0,97.489807,8,4,0,1,1,1,no
1,1,0,1,1,0,0,0,0,0,0,0,0,no
30,30,1,2,2,1,94.781757,2,2,0,13,10,11,no
38,38,6,1,1,0,96.329254,8,4,0,1,1,1,no
45,45,5,2,2,1,377.532909,3,2,0,39,24,18,no
39,39,0,1,1,0,0,0,0,0,0,0,0,no
10,10,0,1,1,0,5.545177,0,0,0,0,0,0,no
22,22,1,5,5,2,97.468076,0,0,0,9,5,8,no
60,61,0,16,16,4,810.145479,0,0,0,66,48,34,no
67,67,0,1,1,0,0,0,0,0,0,0,0,no
382,419,23,79,79,5,5613.052166,14,3,2,128,73,119,no
99,99,6,13,13,2,905.643484,253,238,2,146,128,62,no
237,237,5,39,39,5,3065.375715,5,4,3,45,34,107,no
156,157,0,33,33,6,2390.632428,0,0,0,133,94,119,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
101,102,0,27,27,3,1807.819141,0,0,0,70,27,91,no
22,22,3,1,1,0,129.98641,8,4,0,1,1,1,no
57,57,1,2,2,1,200.714062,2,2,0,14,10,23,no
47,47,6,1,1,0,107.662107,8,4,0,1,1,1,no
82,82,7,7,7,2,985.803964,5,4,0,54,34,40,no
13,13,0,2,2,1,90.662827,0,0,0,10,10,10,no
163,163,0,1,1,0,2.079442,0,0,0,0,0,0,no
12,12,0,1,1,0,5.545177,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
159,159,1,39,39,8,2727.292348,0,0,0,201,130,76,no
166,170,0,53,53,6,2918.638493,0,0,0,130,66,106,yes
60,60,0,13,13,2,721.535818,0,0,0,134,100,37,no
46,46,2,7,7,2,495.728842,9,9,0,46,38,31,no
130,130,7,23,23,3,1530.468975,8,4,1,35,16,18,no
66,66,7,6,6,2,905.226556,9,4,0,44,16,22,no
113,113,9,18,18,5,1714.510156,48,40,1,100,65,48,no
133,133,8,15,15,4,1728.834558,10,4,0,93,60,24,no
87,89,4,23,23,2,1179.820799,0,0,4,36,21,42,no
53,53,4,10,10,3,527.509762,5,3,0,25,20,12,no
141,141,7,27,27,3,1598.504954,8,4,1,43,16,17,no
50,50,6,6,6,2,493.905085,7,4,0,36,14,12,no
169,170,11,29,29,5,2967.835689,50,41,2,173,107,76,no
50,50,4,7,7,2,544.694879,5,3,0,23,19,10,no
17,17,3,1,1,0,132.69446,3,2,0,7,7,2,no
74,74,6,7,7,2,888.47277,7,3,0,42,15,17,no
97,97,8,13,13,3,1343.319236,10,4,0,36,15,20,no
180,192,0,38,38,5,3054.552607,0,0,0,102,57,128,no
41,41,1,7,7,3,241.532091,0,0,0,13,11,4,no
113,113,0,24,24,6,1555.295614,0,0,0,377,283,71,no
25,25,1,2,2,1,170.600419,9,9,0,36,32,17,no
69,70,0,15,15,4,1076.688482,0,0,0,64,44,37,no
13,13,0,2,2,1,90.662827,0,0,0,10,10,10,no
286,286,0,1,1,0,0,0,0,0,0,0,0,no
1548,1580,89,288,288,6,27590.128607,2334,598,34,1535,1192,438,no
215,215,16,42,42,5,2807.611105,574,566,4,1157,1061,84,no
42,42,2,4,4,1,346.154249,14,14,1,61,53,40,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
141,141,0,23,23,10,2448.369829,0,0,0,157,109,99,no
47,47,4,3,3,1,340.986513,36,9,0,30,27,38,no
57,57,1,8,8,4,592.922731,1,1,0,26,18,43,no
76,76,3,14,14,3,970.084268,0,0,2,32,18,23,no
10,10,0,3,3,2,65.976433,0,0,0,25,25,8,no
50,50,0,14,14,5,613.856045,0,0,0,10,7,19,no
167,202,0,38,38,4,2951.956947,0,0,0,93,54,103,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
411,411,0,102,102,7,8222.428714,0,0,0,316,212,175,no
71,76,0,19,19,3,1005.795413,0,0,0,75,51,51,no
102,114,0,23,23,3,1563.746825,0,0,0,82,43,66,no
166,166,2,23,23,3,2480.756005,0,0,2,127,83,86,no
23,23,3,1,1,0,140.81861,8,4,0,1,1,1,no
1,1,0,1,1,0,0,0,0,0,0,0,0,no
72,72,1,2,2,1,173.7219,2,2,0,13,10,19,no
39,39,6,1,1,0,101.99568,8,4,0,1,1,1,no
67,67,7,2,2,1,611.519867,7,6,0,39,24,28,no
32,32,3,6,6,2,219.775181,11,10,0,28,26,9,no
289,300,0,82,82,6,4972.369767,0,0,0,127,68,153,no
265,275,0,73,73,6,4385.847695,0,0,0,111,59,135,no
101,101,0,1,1,0,1.386294,0,0,0,0,0,0,no
5,5,1,1,1,0,4.394449,0,0,0,2,2,1,no
9,9,0,1,1,0,5.545177,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
159,159,1,23,23,3,1142.54081,0,0,0,89,64,81,no
51,51,0,11,11,3,585.070645,0,0,0,151,112,42,no
20,20,1,2,2,1,92.073707,9,9,0,29,28,12,no
41,41,0,7,7,1,446.49054,0,0,0,150,112,37,no
16,16,1,2,2,1,70.409305,9,9,0,29,28,8,no
70,79,0,15,15,3,863.757727,0,0,0,135,92,55,no
16,16,1,2,2,1,70.409305,9,9,0,29,28,8,no
209,223,0,39,39,5,3358.598771,0,0,0,161,114,138,no
75,75,8,8,8,2,516.026727,37,16,0,30,27,39,no
70,70,0,18,18,2,825.32303,0,0,0,134,72,58,no
81,81,2,10,10,2,1274.398856,0,0,2,24,17,19,no
170,170,3,29,29,2,1746.434948,0,0,3,166,104,54,no
21,21,1,2,2,1,143.795149,9,9,0,30,28,14,no
55,56,0,12,12,2,686.215709,0,0,0,61,43,37,no
22,22,1,1,1,0,144.27751,8,8,1,191,180,12,no
171,174,19,17,17,2,2043.110011,392,261,2,60,28,39,no
67,67,1,11,11,2,1070.737052,0,0,1,11,11,10,no
56,56,39,2,2,1,421.959995,1338,805,3,198,175,4,no
55,55,1,3,3,1,382.317076,9,9,0,66,62,38,no
24,24,1,1,1,0,170.75674,8,8,1,211,199,15,no
206,211,19,21,21,3,2561.475944,390,261,4,128,81,40,no
27,27,1,1,1,0,170.007335,8,8,1,212,200,13,no
132,132,21,9,9,2,1327.443853,392,261,4,115,79,24,no
416,435,28,81,81,5,6704.77762,409,271,13,150,90,67,no
53,53,3,4,4,1,450.545667,312,226,3,221,196,31,no
361,376,29,54,54,3,5805.725759,410,271,14,151,90,64,no
51,51,3,4,4,1,440.14846,312,226,3,222,196,31,no
252,266,19,34,34,3,4098.018092,389,261,5,140,83,39,no
40,40,2,6,6,1,367.368006,180,176,2,219,193,15,no
162,171,19,20,20,2,2275.786611,390,261,4,126,79,27,no
32,32,2,2,2,1,216.10766,180,176,2,219,193,15,no
161,170,19,19,19,2,2266.4314,390,261,4,126,79,27,no
32,32,2,2,2,1,216.10766,180,176,2,219,193,15,no
242,242,0,1,1,0,0,0,0,0,0,0,0,no
1204,1220,85,217,217,5,19293.003866,93,30,21,260,110,314,no
74,76,0,14,14,2,1064.232328,0,0,0,111,66,58,no
94,94,6,11,11,2,869.591301,253,238,2,144,128,65,no
55,56,0,10,10,3,706.517084,0,0,0,67,43,47,no
7,7,0,2,2,1,34.538776,0,0,0,25,25,5,no
159,162,0,33,33,6,2630.074606,0,0,0,134,78,123,no
133,133,0,21,21,4,1740.490064,0,0,0,111,67,90,no
150,160,0,27,27,3,2141.561687,0,0,0,132,79,109,no
35,35,0,9,9,2,353.869955,0,0,0,26,23,21,no
23,23,0,7,7,1,188.568566,0,0,0,22,16,18,no
73,73,0,14,14,3,887.935506,0,0,0,159,115,56,no
22,22,1,2,2,1,105.613958,9,9,0,29,28,15,no
5,5,0,1,1,0,11.266065,0,0,0,0,0,0,no
140,148,0,38,38,4,2462.295842,0,0,0,66,29,111,no
19,19,3,1,1,0,101.163012,8,4,0,1,1,1,no
14,14,1,1,1,0,40.76422,2,2,0,8,7,5,no
33,33,6,1,1,0,84.9964,8,4,0,1,1,1,no
21,21,3,1,1,0,104.053383,3,2,0,27,23,7,no
20,20,0,1,1,0,5.545177,0,0,0,0,0,0,no
12,12,2,1,1,0,43.749117,0,0,0,1,1,2,no
8,8,0,1,1,0,5.545177,0,0,0,0,0,0,no
7,7,1,1,1,0,18.714974,0,0,0,1,1,1,no
46,46,1,9,9,3,511.219665,1,1,0,64,58,18,no
32,32,0,3,3,2,431.397618,0,0,0,104,77,23,no
15,15,1,1,1,0,101.854897,9,9,0,26,23,6,no
51,51,0,9,9,4,684.599512,0,0,0,56,38,28,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
128,128,15,15,15,3,1271.867524,0,0,0,89,62,32,no
16,16,2,3,3,1,125.820755,32,22,2,38,19,7,no
30,30,2,3,3,1,225.687074,15,15,0,43,34,20,no
41,43,4,4,4,1,430.77436,560,560,1,23,21,13,no
5,5,0,2,2,1,18.714974,0,0,0,25,25,3,no
5,5,0,1,1,0,17.513191,0,0,0,0,0,0,no
38,38,0,4,4,1,554.387414,0,0,0,42,19,33,no
27,27,3,1,1,0,184.147414,8,4,0,1,1,1,no
1,1,0,1,1,0,0,0,0,0,0,0,0,no
73,73,1,2,2,1,301.915114,2,2,0,14,10,33,no
63,63,6,1,1,0,161.493161,8,4,0,1,1,1,no
124,124,9,8,8,2,1737.206684,3,2,0,74,41,58,no
242,242,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,12.542316,0,0,0,10,10,1,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
136,136,1,32,32,5,1795.10196,0,0,0,215,154,73,no
137,146,0,36,36,4,2912.310594,0,0,0,105,56,104,no
238,241,0,61,61,7,4160.172161,0,0,0,90,47,104,no
357,357,0,1,1,0,0,0,0,0,0,0,0,no
3761,3818,143,798,798,7,74005.123156,1240,582,64,1487,1135,1084,no
223,223,14,42,42,4,3281.242892,588,577,4,1121,1047,75,no
46,46,0,14,14,3,607.454663,0,0,0,33,16,35,no
167,167,6,13,13,1,1735.983667,193,184,3,142,111,118,no
491,493,0,127,127,10,9226.610739,0,0,0,210,129,304,no
101,101,2,15,15,3,1053.928628,73,72,1,115,107,82,no
53,53,3,3,3,2,578.979405,3,1,0,72,63,28,no
163,163,8,31,31,3,2071.421004,1,1,6,89,64,39,no
230,273,3,40,40,3,4046.268625,0,0,3,89,57,147,no
39,39,0,5,5,2,287.466948,0,0,0,27,26,46,no
31,31,0,9,9,2,383.977591,0,0,0,23,12,27,no
80,80,0,20,20,2,970.453912,0,0,0,38,17,66,no
65,65,0,17,17,5,862.382348,0,0,0,76,48,50,no
33,33,0,4,4,2,349.075774,0,0,0,57,37,30,no
120,123,0,25,25,4,2122.20592,0,0,0,42,21,60,yes
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
129,135,0,37,37,3,2067.362848,0,0,0,57,26,93,no
23,23,0,2,2,1,300.69965,0,0,0,28,21,16,no
18,18,3,1,1,0,86.657606,8,4,0,1,1,1,no
59,59,1,2,2,1,240.517273,2,2,0,13,10,27,no
42,42,6,1,1,0,110.49532,8,4,0,1,1,1,no
85,85,8,5,5,1,917.466331,3,2,0,49,34,34,no
144,144,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,5.545177,0,0,0,0,0,0,no
149,149,1,34,34,6,2164.418438,0,0,0,180,125,66,no
79,79,0,15,15,4,1263.040662,0,0,0,77,51,56,no
111,111,0,25,25,5,1990.625083,0,0,0,164,111,59,no
85,85,2,15,15,6,1013.330921,73,72,1,153,127,66,no
128,146,0,26,26,5,1951.504627,0,0,0,111,54,95,no
48,49,0,7,7,1,552.736516,0,0,0,67,43,41,no
76,78,0,17,17,3,1168.483658,0,0,0,55,29,64,no
96,96,2,25,25,4,1092.324493,0,0,0,23,19,15,no
29,46,2,2,2,1,504.585398,0,0,1,13,6,14,no
14,24,2,1,1,0,194.722598,0,0,1,5,1,5,no
13,23,2,1,1,0,185.499656,0,0,1,5,1,5,no
29,51,2,5,5,3,512.060738,0,0,1,15,8,13,no
25,45,2,4,4,2,370.833742,0,0,0,8,3,9,no
20,35,2,2,2,1,289.202899,0,0,1,9,3,10,no
23,46,2,2,2,1,440.531985,0,0,1,13,6,12,no
17,35,2,2,2,1,257.110526,0,0,1,9,3,8,no
143,154,0,13,13,3,1411.733351,0,0,0,45,30,88,no
212,234,0,41,41,6,3304.240907,0,0,0,167,123,93,no
23,23,1,2,2,1,128.816488,9,9,0,30,28,14,no
72,73,0,18,18,4,1025.394233,0,0,0,62,42,35,no
224,224,0,1,1,0,0,0,0,0,0,0,0,no
1254,1284,69,265,265,7,24167.429839,61,18,21,368,212,375,no
225,225,17,38,38,5,3262.660993,26,8,1,112,83,93,no
109,109,3,7,7,1,982.627209,19,17,2,152,124,94,no
130,130,0,36,36,5,1403.119398,0,0,0,41,21,54,no
79,79,3,15,15,3,919.624968,0,0,2,28,17,20,no
51,51,0,6,6,3,572.411038,0,0,0,30,30,47,no
64,64,0,14,14,4,870.941525,0,0,0,56,37,39,no
58,58,0,9,9,4,798.891598,0,0,0,28,19,31,no
168,168,0,25,25,6,1503.107809,0,0,0,52,17,34,no
70,72,0,12,12,2,564.388112,0,0,0,12,6,16,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
262,293,0,64,64,5,3799.93765,0,0,0,210,170,97,no
19,19,3,1,1,0,101.163012,8,4,0,1,1,1,no
15,15,1,1,1,0,45.56001,2,2,0,8,7,6,no
33,33,6,1,1,0,84.9964,8,4,0,1,1,1,no
22,22,3,1,1,0,109.834127,3,2,0,27,23,8,no
12,12,0,1,1,0,5.545177,0,0,0,0,0,0,no
12,12,2,1,1,0,43.749117,0,0,0,1,1,2,no
8,8,0,1,1,0,5.545177,0,0,0,0,0,0,no
7,7,1,1,1,0,18.714974,0,0,0,1,1,1,no
90,90,2,18,18,3,1056.102905,1,1,1,77,72,25,no
51,51,0,9,9,4,684.599512,0,0,0,56,38,28,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
166,166,15,24,24,3,2061.141089,0,0,0,106,71,58,no
144,151,11,28,28,4,1651.115294,691,635,3,1110,1071,15,no
42,42,2,6,6,2,416.424772,73,72,1,141,125,30,no
10,10,0,2,2,1,46.141716,0,0,0,25,25,11,no
5,5,0,1,1,0,17.513191,0,0,0,0,0,0,no
34,34,0,3,3,1,445.379511,0,0,0,31,16,27,no
13,13,3,1,1,0,35.909291,8,4,0,1,1,1,no
11,11,1,1,1,0,24.953299,2,2,0,8,7,4,no
30,30,6,1,1,0,73.663547,8,4,0,1,1,1,no
19,19,3,1,1,0,77.632484,3,2,0,24,23,5,no
6,6,0,1,1,0,5.545177,0,0,0,0,0,0,no
18,18,1,3,3,1,78.533456,0,0,0,9,5,6,no
6,6,0,1,1,0,32.958369,0,0,0,6,6,3,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
75,75,11,8,8,2,454.317417,0,0,1,38,17,14,no
11,11,1,1,1,0,48.744904,9,9,0,7,5,4,no
5,5,0,1,1,0,17.513191,0,0,0,0,0,0,no
21,21,0,8,8,2,194.849436,0,0,0,12,10,18,no
41,41,3,1,1,0,296.666993,8,4,0,1,1,1,no
79,79,1,2,2,1,305.793203,2,2,0,14,10,32,no
47,47,6,1,1,0,124.661387,8,4,0,1,1,1,no
112,112,10,3,3,1,1296.419815,3,2,0,94,67,52,no
106,106,0,31,31,8,1889.355634,0,0,0,74,46,69,no
22,22,0,1,1,0,5.545177,0,0,0,0,0,0,no
7,7,0,1,1,0,5.545177,0,0,0,0,0,0,no
104,104,1,25,25,7,1322.015774,0,0,0,130,94,56,no
31,31,1,8,8,3,346.64812,1,1,1,20,16,17,no
34,34,0,4,4,2,386.692781,0,0,0,54,38,26,no
57,57,0,7,7,2,780.308895,0,0,0,224,163,39,no
20,20,2,1,1,0,100.46924,556,555,1,1067,1039,7,no
220,220,0,39,39,6,3495.178682,0,0,0,215,157,119,no
21,21,1,1,1,0,135.994241,9,9,0,30,28,20,no
285,286,9,50,50,4,3339.655943,23,15,4,99,83,45,no
12,12,0,2,2,1,114.83312,0,0,0,13,11,10,no
122,122,0,32,32,7,1579.092906,0,0,0,157,78,68,no
47,48,0,7,7,2,577.055979,0,0,0,183,142,34,no
28,28,3,3,3,1,143.795149,10,10,0,38,31,18,no
110,110,0,23,23,7,1521.178255,0,0,0,282,209,55,no
109,109,5,16,16,4,1097.536599,12,10,3,59,53,25,no
55,55,0,12,12,4,839.292693,0,0,0,61,42,35,no
389,389,0,1,1,0,0,0,0,0,0,0,0,no
92,95,0,19,19,4,1342.868309,0,0,0,138,110,57,no
444,444,30,77,77,4,6474.961461,6,6,7,311,200,123,no
1207,1208,97,264,264,10,20166.990732,2103,990,33,1335,1111,275,no
48,50,0,11,11,5,780.608925,0,0,0,39,20,39,no
207,207,4,18,18,4,2439.749298,79,75,1,129,109,182,no
217,217,15,36,36,5,2670.010411,249,227,2,114,83,80,no
110,110,11,14,14,3,1120.942938,193,189,0,53,42,35,no
145,145,12,23,23,5,1661.463845,239,224,1,84,62,47,no
131,131,13,15,15,2,1375.305914,240,225,1,86,63,41,no
182,182,14,24,24,5,2417.078435,253,232,2,178,139,56,no
329,329,15,67,67,7,5729.330933,257,232,3,188,142,104,yes
337,337,14,79,79,6,5320.169444,217,196,4,164,129,102,no
185,185,10,31,31,6,2743.192192,205,196,2,154,125,63,no
233,233,11,43,43,6,3389.950535,208,196,3,163,128,77,no
213,213,10,38,38,6,3277.449326,205,196,2,157,127,80,no
95,95,2,26,26,5,947.13631,0,0,0,33,29,25,no
307,307,19,34,34,3,5259.510304,896,496,4,164,114,154,no
317,318,0,70,70,8,5241.768881,0,0,0,253,180,134,no
29,29,0,3,3,2,171.900501,0,0,0,25,25,30,no
43,43,0,8,8,1,557.98348,0,0,0,13,9,21,no
5,5,0,1,1,0,17.513191,0,0,0,0,0,0,no
321,321,0,92,92,9,6466.959428,0,0,0,212,136,197,no
13,13,1,1,1,0,59.577104,9,9,0,29,28,6,no
19,19,3,1,1,0,101.163012,8,4,0,1,1,1,no
15,15,1,1,1,0,40.76422,2,2,0,8,7,5,no
33,33,6,1,1,0,84.9964,8,4,0,1,1,1,no
20,20,3,1,1,0,83.177662,3,2,0,24,23,6,no
12,12,0,1,1,0,5.545177,0,0,0,0,0,0,no
12,12,2,1,1,0,43.749117,0,0,0,1,1,2,no
8,8,0,1,1,0,5.545177,0,0,0,0,0,0,no
8,8,1,1,1,0,34.788693,0,0,0,1,1,1,no
76,76,2,18,18,4,1044.298037,1,1,1,73,67,22,no
51,51,0,9,9,4,684.599512,0,0,0,56,38,28,no
26,26,0,1,1,0,0,0,0,0,0,0,0,no
173,173,16,21,21,3,2164.306423,0,0,0,95,68,42,no
21,21,3,3,3,1,163.82525,34,24,2,38,19,7,no
80,80,2,14,14,2,960.701992,15,15,0,99,80,66,no
27,27,0,2,2,1,129.98641,0,0,0,26,26,25,no
5,5,0,1,1,0,17.513191,0,0,0,0,0,0,no
49,49,0,9,9,2,791.844746,0,0,0,42,21,38,no
419,419,47,71,71,4,5304.315271,1244,567,17,59,26,106,no
61,61,0,8,8,3,732.500425,0,0,0,155,114,35,no
35,35,2,2,2,1,250.873433,73,72,1,105,102,31,no
80,88,0,18,18,3,1392.502993,0,0,0,136,70,104,no
579,579,93,70,70,3,7531.22249,3928,1202,47,1197,1068,89,no
22,22,3,1,1,0,119.154209,8,4,0,1,1,3,no
65,65,1,3,3,1,296.486785,2,2,0,18,11,30,no
66,66,6,1,1,0,155.826734,8,4,0,1,1,1,no
93,93,8,3,3,1,1077.025693,3,2,0,45,25,42,no
35,37,0,4,4,2,424.208412,0,0,0,71,45,35,no
111,111,0,1,1,0,0,0,0,0,0,0,0,no
16,16,1,1,1,0,46.585746,0,0,0,10,10,3,no
18,18,0,1,1,0,5.545177,0,0,0,0,0,0,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
185,185,1,44,44,4,1482.298264,0,0,0,147,103,99,no
301,324,2,57,57,5,4484.285654,2,1,0,164,99,188,no
617,689,37,85,85,6,10294.267707,459,339,16,257,175,189,no
13,13,0,5,5,1,107.662107,0,0,0,10,8,12,no
106,107,0,25,25,5,1268.946327,0,0,0,69,43,44,no
829,829,0,1,1,0,0,0,0,0,0,0,0,no
864,874,45,164,164,5,14762.789893,41,19,15,356,205,241,no
591,591,39,93,93,3,8636.543395,77,25,15,184,106,106,no
288,288,3,32,32,3,4900.369504,79,75,1,159,136,251,no
118,118,3,24,24,4,1433.178896,73,72,1,149,135,66,no
42,42,0,7,7,1,558.457767,0,0,0,57,40,32,no
99,99,0,28,28,7,1273.235602,0,0,0,173,121,51,no
146,146,0,30,30,4,2117.080706,0,0,0,75,47,81,no
104,104,0,21,21,2,1330.703554,0,0,0,89,54,72,no
15,15,2,1,1,0,91.335673,191,188,0,10,9,7,no
18,18,0,1,1,0,0,0,0,0,0,0,0,no
261,265,4,48,48,5,4606.989089,187,187,3,172,114,133,no
19,19,1,3,3,2,84.643329,0,0,0,13,6,12,no
50,50,0,1,1,0,0,0,0,0,0,0,0,no
225,234,15,47,47,4,3978.137313,8,2,3,41,19,83,no
68,68,0,13,13,3,810.680223,0,0,0,20,14,23,no
39,39,1,8,8,2,363.90227,9,9,0,34,32,33,no
443,448,8,89,89,4,6472.152033,187,187,8,264,178,188,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
257,257,15,40,40,3,2952.892555,28,13,4,46,38,33,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
198,198,1,41,41,4,2459.026206,186,186,1,150,109,88,no
169,178,14,33,33,4,2481.37408,8,2,3,29,13,48,no
33,33,1,6,6,2,289.901792,9,9,0,30,30,25,no
11,11,1,4,4,2,81.241506,0,0,0,15,12,7,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
10,10,1,1,1,0,29.112182,0,0,0,10,10,1,no
72,72,1,18,18,2,461.34277,0,0,0,25,8,43,no
66,66,0,1,1,0,0,0,0,0,0,0,0,no
219,219,12,42,42,5,4247.967958,230,227,7,70,66,19,no
468,469,9,108,108,7,8912.033247,187,187,7,287,184,190,no
15,15,1,1,1,0,69.253633,9,9,0,10,10,9,no
76,76,1,10,10,2,1079.697159,0,0,1,41,34,21,no
53,53,6,5,5,1,440.293761,33,33,1,50,39,20,no
147,147,18,19,19,3,1391.934791,35,33,2,58,45,44,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
52,52,0,17,17,2,625.923681,0,0,0,99,89,37,no
141,145,0,33,33,3,2631.344296,0,0,0,146,73,136,yes
66,68,0,13,13,2,1023.826574,0,0,0,94,51,63,no
103,103,0,13,13,4,789.356197,0,0,0,30,28,80,no
71,71,5,11,11,3,672.156544,576,562,2,1030,1020,15,no
67,67,0,16,16,1,1052.368202,0,0,0,88,54,71,no
86,86,0,14,14,2,1277.207497,0,0,0,115,57,96,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
232,232,0,64,64,6,3977.531524,0,0,0,113,60,135,no
19,19,3,1,1,0,101.163012,8,4,0,1,1,1,no
15,15,1,1,1,0,40.76422,2,2,0,8,7,5,no
33,33,6,1,1,0,84.9964,8,4,0,1,1,1,no
21,21,3,1,1,0,104.053383,3,2,0,27,23,7,no
12,12,0,1,1,0,5.545177,0,0,0,0,0,0,no
8,8,0,1,1,0,5.545177,0,0,0,0,0,0,no
111,111,1,30,30,3,1092.399478,0,0,0,91,63,54,no
152,152,3,27,27,8,1942.965738,10,5,0,167,117,70,no
55,55,0,10,10,4,815.711086,0,0,0,58,39,30,no
55,55,0,1,1,0,0,0,0,0,0,0,0,no
202,202,15,35,35,5,2789.629185,0,0,0,104,67,55,no
213,215,15,25,25,9,3409.382491,41,24,8,133,74,92,no
133,133,4,23,23,4,1635.586122,84,76,2,232,175,100,no
45,45,0,2,2,1,169.127912,0,0,0,26,26,34,no
5,5,0,1,1,0,17.513191,0,0,0,0,0,0,no
48,48,0,8,8,2,577.055979,0,0,0,50,36,32,no
263,293,0,66,66,11,3722.937201,0,0,0,134,87,67,no
54,55,0,19,19,3,756.400791,0,0,0,22,15,35,no
18,18,3,1,1,0,86.657606,8,4,0,1,1,1,no
80,80,1,2,2,1,363.210292,2,2,0,12,10,34,no
37,37,6,1,1,0,96.329254,8,4,0,1,1,1,no
108,108,12,2,2,1,925.908743,3,2,0,39,24,39,no
52,54,0,20,20,6,741.951033,0,0,0,24,18,32,no
54,57,0,8,8,3,925.018985,0,0,0,24,21,9,no
383,383,5,115,115,7,7459.287153,5,4,2,126,91,106,no
2,3,0,1,1,0,55.262042,0,0,0,1,1,1,no
176,179,0,3,3,1,541.61004,0,0,0,1,1,4,no
57,99,0,24,24,3,962.696423,0,0,0,5,4,30,no
221,221,2,67,67,7,3631.742906,4,4,1,19,12,38,no
59,97,0,22,22,3,1086.119042,0,0,0,5,4,25,no
162,162,1,53,53,7,2976.752733,3,3,0,20,12,35,no
571,571,18,162,162,15,8743.322954,54,47,11,119,106,45,no
1461,1461,45,356,356,9,21067.928665,2,2,40,37,25,209,no
48,48,0,1,1,0,0,0,0,0,0,0,0,no
8,8,0,1,1,0,5.545177,0,0,0,0,0,0,no
215,215,1,49,49,9,2267.104096,0,0,0,178,133,96,no
47,47,2,10,10,4,516.866589,1,1,1,20,16,16,no
13,13,0,5,5,1,107.662107,0,0,0,10,8,12,no
64,65,0,14,14,3,876.716554,0,0,0,61,41,40,no
251,251,0,1,1,0,0,0,0,0,0,0,0,no
486,486,28,100,100,8,7624.21351,4,3,7,238,147,113,no
79,80,0,29,29,4,1550.738536,0,0,0,65,52,45,no
57,58,0,20,20,3,791.338733,0,0,0,23,15,36,no
714,720,37,154,154,8,11305.486872,107,42,12,213,123,179,no
236,236,4,42,42,6,3012.688786,210,180,3,258,194,184,no
134,139,0,32,32,3,2492.085569,0,0,0,55,27,82,no
36,36,0,12,12,3,446.354414,0,0,0,23,18,28,no
584,608,0,122,122,11,9417.396335,0,0,0,349,224,281,no
22,22,1,3,3,1,143.092555,9,9,0,29,28,16,no
